,sha,message,issues,files
449,339c3a9b60594411c62ea3ed9123a0b26cf722e9,Fixes #150176: Extract code related to encoded token attributes to a separate file (#150275),,"['src/vs/editor/browser/controller/textAreaHandler.ts', 'src/vs/editor/browser/viewParts/minimap/minimap.ts', 'src/vs/editor/common/encodedTokenAttributes.ts', 'src/vs/editor/common/languages.ts', 'src/vs/editor/common/languages/languageConfiguration.ts', 'src/vs/editor/common/languages/nullTokenize.ts', 'src/vs/editor/common/languages/supports.ts', 'src/vs/editor/common/languages/supports/tokenization.ts', 'src/vs/editor/common/languages/textToHtmlTokenizer.ts', 'src/vs/editor/common/model/bracketPairsTextModelPart/bracketPairsTree/tokenizer.ts', 'src/vs/editor/common/model/textModelTokens.ts', 'src/vs/editor/common/model/tokenizationTextModelPart.ts', 'src/vs/editor/common/services/languagesRegistry.ts', 'src/vs/editor/common/services/semanticTokensProviderStyling.ts', 'src/vs/editor/common/tokenizationRegistry.ts', 'src/vs/editor/common/tokenizationTextModelPart.ts', 'src/vs/editor/common/tokens/contiguousTokensStore.ts', 'src/vs/editor/common/tokens/lineTokens.ts', 'src/vs/editor/common/tokens/sparseTokensStore.ts', 'src/vs/editor/common/viewModel/minimapTokensColorTracker.ts', 'src/vs/editor/common/viewModel/viewModelDecorations.ts', 'src/vs/editor/common/viewModel/viewModelImpl.ts', 'src/vs/editor/contrib/comment/test/browser/lineCommentCommand.test.ts', 'src/vs/editor/contrib/indentation/browser/indentation.ts', 'src/vs/editor/contrib/suggest/browser/suggest.ts', 'src/vs/editor/contrib/suggest/test/browser/suggestModel.test.ts', 'src/vs/editor/standalone/browser/colorizer.ts', 'src/vs/editor/standalone/browser/inspectTokens/inspectTokens.ts', 'src/vs/editor/standalone/browser/standaloneThemeService.ts', 'src/vs/editor/standalone/common/monarch/monarchLexer.ts', 'src/vs/editor/standalone/test/browser/standaloneLanguages.test.ts', 'src/vs/editor/test/browser/controller/cursor.test.ts', 'src/vs/editor/test/browser/viewModel/modelLineProjection.test.ts', 'src/vs/editor/test/common/core/lineTokens.test.ts', 'src/vs/editor/test/common/core/testLineToken.ts', 'src/vs/editor/test/common/model/bracketPairColorizer/tokenizer.test.ts', 'src/vs/editor/test/common/model/model.line.test.ts', 'src/vs/editor/test/common/model/model.test.ts', 'src/vs/editor/test/common/model/textModelWithTokens.test.ts', 'src/vs/editor/test/common/model/tokensStore.test.ts', 'src/vs/editor/test/common/modes/languageConfiguration.test.ts', 'src/vs/editor/test/common/modes/supports/characterPair.test.ts', 'src/vs/editor/test/common/modes/supports/electricCharacter.test.ts', 'src/vs/editor/test/common/modes/supports/tokenization.test.ts', 'src/vs/editor/test/common/modes/textToHtmlTokenizer.test.ts', 'src/vs/editor/test/common/modesTestUtils.ts', 'src/vs/editor/test/common/services/semanticTokensProviderStyling.test.ts', 'src/vs/editor/test/common/viewLayout/viewLineRenderer.test.ts', 'src/vs/editor/test/node/classification/typescript.test.ts', 'src/vs/workbench/api/browser/mainThreadLanguages.ts', 'src/vs/workbench/api/common/extHost.protocol.ts', 'src/vs/workbench/api/common/extHostTypeConverters.ts', 'src/vs/workbench/contrib/codeEditor/browser/inspectEditorTokens/inspectEditorTokens.ts', 'src/vs/workbench/contrib/debug/browser/debugEditorContribution.ts', 'src/vs/workbench/contrib/notebook/browser/view/cellParts/cellDragRenderer.ts', 'src/vs/workbench/contrib/themes/browser/themes.test.contribution.ts', 'src/vs/workbench/services/textMate/browser/abstractTextMateService.ts', 'src/vs/workbench/services/textMate/browser/textMateWorker.ts', 'src/vs/workbench/services/textMate/common/TMScopeRegistry.ts', 'src/vs/workbench/services/textMate/common/TMTokenization.ts']"
450,3e83fa95b06af67b9e0e3bbffda3f93e9fafe090,Fix #150266 (#150267),,['extensions/git/src/repository.ts']
451,faa736ed0ef26b9a0bd3f74e11307e9b2b810636,Fixes #150177: Extract `LinePartMetadata` to a separate file (#150259),,"['src/vs/editor/common/viewLayout/lineDecorations.ts', 'src/vs/editor/common/viewLayout/linePart.ts', 'src/vs/editor/common/viewLayout/viewLineRenderer.ts']"
452,138f4e9abd2316a001687130068c519fbcf2621c,Fix ignorefile parsing on windows (#150213),,"['src/vs/workbench/contrib/files/browser/views/explorerViewer.ts', 'src/vs/workbench/services/search/common/ignoreFile.ts']"
453,d1d31a284915522fed87bf922d4181124b7350fe,Fix weird undefined bug (#150063),,['src/vs/workbench/contrib/files/browser/views/explorerViewer.ts']
454,5062feaeaa99c45da77574e97a09d3a6f91401ae,Fix #150028 (#150053),,"['src/vs/workbench/contrib/files/browser/explorerService.ts', 'src/vs/workbench/contrib/files/browser/files.ts']"
455,e76ad21903c01bd420949366f8f26fc2a1d1f160,Fix typo (#150042),,['extensions/markdown-language-features/package.nls.json']
456,993c36c9205f156c1246f65161fa4796d460502f,Fix markdown ext errors accessing disposed webview (#149960),#20220520.25 failed,"['extensions/markdown-language-features/src/preview/preview.ts', 'extensions/markdown-language-features/src/preview/previewContentProvider.ts']"
457,d93881d70673837285d6e42137f6d45c1d9769f5,Fix #149518 (#150022),,['src/vs/platform/extensionManagement/common/extensionGalleryService.ts']
458,2c9c8e6770df84d39c837f875818763c5f4cf49f,Fix lazy button layout and cursor (#149963),,"['src/vs/workbench/contrib/debug/browser/media/debug.contribution.css', 'src/vs/workbench/contrib/debug/browser/media/repl.css']"
459,a49e21c63b6e40a33206df55d7bb40beaee2f406,Fix notebook output double spacing (#149842),#20220518.63 failed,['extensions/notebook-renderers/src/textHelper.ts']
460,ca280a1685a34207a8bcf4826f8294d824b3caf7,Update menubar button styles (Fix #149834) (#149835),#20220518.37 failed,"['src/vs/base/browser/ui/menu/menubar.css', 'src/vs/workbench/browser/parts/titlebar/media/titlebarpart.css']"
461,688c80245936b49b7ceca494d9edfe97cae06f8a,Fix lazy button layout in debug hover. (#149789),,"['src/vs/workbench/contrib/debug/browser/media/debug.contribution.css', 'src/vs/workbench/contrib/debug/browser/media/debugViewlet.css']"
462,95603b0f2ed4a6bf55d33eb9ac35d8350db12f44,Fix hygiene (#149763),,['src/vs/platform/telemetry/common/errorTelemetry.ts']
463,4f2785ebd3868d613ad0823890251ec905f6c536,Fixes #147289 (#149594),,['src/vs/workbench/contrib/terminal/browser/terminalGroup.ts']
464,dd9dca9825effa9d8db2decaeae017947be65e03,Fixing some html tags detected as autolinks for diagnostics (#149511),,"['extensions/markdown-language-features/src/languageFeatures/documentLinkProvider.ts', 'extensions/markdown-language-features/src/test/diagnostic.test.ts']"
465,c77e9a64e961e6d0aec08df354cd6f84d13c7c3b,Fixes #149412: Validate that semantic tokens edits reference valid offsets (#149448),,"['src/vs/editor/common/services/modelService.ts', 'src/vs/editor/common/services/semanticTokensProviderStyling.ts', 'src/vs/editor/test/common/services/modelService.test.ts']"
466,9b7577420d947e32fc43ad74c0497be24f180938,Fix #148957 (#149392),,['src/vs/workbench/contrib/terminal/browser/xterm/decorationAddon.ts']
467,517d9cfc30caeffd9f959581230b9d22168b00c1,Fixes #148349: Extract viewport start properties to a separate class (#149350),,['src/vs/editor/common/viewModel/viewModelImpl.ts']
468,7e6911ec5962aa6a50c044213687c980236f2355,Fixes #149341: Set the background image directly on the element style (#149342),,"['src/vs/platform/actions/browser/menuEntryActionViewItem.css', 'src/vs/platform/actions/browser/menuEntryActionViewItem.ts']"
469,55e23b504b4fd869c27a1f181644415d0a4b0ea0,Fix auto tasks in the browser (#149331),,['src/vs/workbench/contrib/tasks/browser/abstractTaskService.ts']
470,c57173721932f37d4061b978cd8cece83a6b92a4,Don't escape launch config args that are only '<' and '>'. Fix #148887 (#149284),,['src/vs/workbench/contrib/debug/node/terminals.ts']
471,2297ad5c546b455421e942743e117a3c7c9a873a,Fixes #147732: Convert incoming URIs or marshalled URIs to strings (#149266),,"['src/vs/platform/contextkey/browser/contextKeyService.ts', 'src/vs/platform/contextkey/test/browser/contextkey.test.ts']"
472,0175770dc3f75ef71374ea37f2c179dc961c4c44,Fixes #147978: Remove throttling from mouse move listeners (#149252),,"['src/vs/base/browser/globalPointerMoveMonitor.ts', 'src/vs/base/browser/ui/scrollbar/abstractScrollbar.ts', 'src/vs/base/browser/ui/scrollbar/scrollbarArrow.ts', 'src/vs/editor/browser/controller/mouseHandler.ts', 'src/vs/editor/browser/controller/pointerHandler.ts', 'src/vs/editor/browser/editorDom.ts', 'src/vs/editor/browser/viewParts/minimap/minimap.ts', 'src/vs/editor/contrib/colorPicker/browser/colorPickerWidget.ts']"
473,54c16e445fef23a8c5fb94a387ba73cb4c429e99,Increase settings upload timeout. Fix #149089 (#149203),,"['build/azure-pipelines/upload-configuration.js', 'build/azure-pipelines/upload-configuration.ts']"
474,91a9cf495b9b0907309f8dbd4787ce2eba9c2f02,Fix #137330 (#149093),,['src/vs/workbench/contrib/scm/browser/activity.ts']
475,c161ce415092a03bba4fa1466cce1df5364c18e1,Fix disabled state for debug toolbar icons (#149172),,['src/vs/base/browser/ui/actionbar/actionbar.css']
476,9a1e8d12fb12c8c5b659fb65292675d165bfa1f3,Fixes #148256: `\t` should jump to next indent tab stop and not just add the tab width (#149164),,"['src/vs/editor/common/core/indentation.ts', 'src/vs/editor/contrib/snippet/test/browser/snippetSession.test.ts', 'src/vs/editor/test/browser/controller/cursor.test.ts', 'src/vs/editor/test/common/model/textModel.test.ts']"
477,ae7d4f417abb6d7b72b52df1f73bce9a8adef9ae,Fixes #148893: Use the change accessor pattern to avoid leaking decorations via `deltaDecorations` (#149161),,['src/vs/editor/contrib/multicursor/browser/multicursor.ts']
478,dcf27391b7dd7c1cece483806af75b4f87188e70,Fire setFunctionBreakpointRequest once when adding a function breakpoint. Fixes #148960 (#149004),,['src/vs/workbench/contrib/debug/browser/breakpointsView.ts']
479,ca48cde75b3f439c6295cb30aa00b0be391014f0,Fix inefficient regular expression (#149099),,['src/vs/editor/test/browser/controller/cursor.test.ts']
480,95a97e808a9a5c2ad192c83897de917530a0d2b6,Fix infinite loop in the disassembly view (#148556),,"['src/vs/base/common/arrays.ts', 'src/vs/base/test/common/arrays.test.ts', 'src/vs/workbench/contrib/debug/browser/disassemblyView.ts']"
481,526505636e4d4f86a1ba1545e08a17f8b8d8140d,Fix position of webviews and notebooks when the editor grid scrolls (#148858),,"['src/vs/base/browser/dom.ts', 'src/vs/workbench/browser/parts/editor/editorPart.ts', 'src/vs/workbench/contrib/notebook/browser/notebookEditorWidget.ts', 'src/vs/workbench/contrib/webview/browser/overlayWebview.ts', 'src/vs/workbench/contrib/webview/browser/webview.ts', 'src/vs/workbench/contrib/webviewPanel/browser/webviewEditor.ts', 'src/vs/workbench/contrib/webviewView/browser/webviewViewPane.ts', 'src/vs/workbench/services/editor/common/editorGroupsService.ts', 'src/vs/workbench/test/browser/workbenchTestServices.ts']"
482,df5abb3026e61438b72322e3705294f4f4d69f54,Fix #94151 (#148052),,['src/vs/workbench/contrib/timeline/browser/timelinePane.ts']
483,9dab79d9c8680f11f4453f9e39cd5902ac8d91c5,Fix markdown web extensions (#148739),,"['extensions/markdown-language-features/src/languageFeatures/diagnostics.ts', 'extensions/markdown-language-features/src/languageFeatures/references.ts', 'extensions/markdown-language-features/src/test/definitionProvider.test.ts', 'extensions/markdown-language-features/src/test/diagnostic.test.ts', 'extensions/markdown-language-features/src/test/documentLinkProvider.test.ts', 'extensions/markdown-language-features/src/test/fileReferences.test.ts', 'extensions/markdown-language-features/src/test/pathCompletion.test.ts', 'extensions/markdown-language-features/src/test/references.test.ts', 'extensions/markdown-language-features/src/test/rename.test.ts', 'extensions/markdown-language-features/src/test/util.ts', 'extensions/markdown-language-features/src/util/cancellation.ts']"
484,40524ee3834992c772a285d874ac2292feda8919,Fix #142756. (#148725),,['src/vs/workbench/contrib/notebook/browser/viewModel/notebookViewModelImpl.ts']
485,82ad6afd364942f5313e21618c2d05e824fbcce5,Fixes microsoft/vscode#147936 (#148503),,['extensions/markdown-language-features/esbuild-preview.js']
486,9d5e79cec2340635145e048c1c0a4c0781593b45,Fixes #148447 (#148456),,['src/bootstrap.js']
487,c41728c4795c8539f04b945b8fbb0fa186733dd3,Fixes #147896 (#148101),,"['extensions/markdown-language-features/src/languageFeatures/rename.ts', 'extensions/markdown-language-features/src/test/rename.test.ts']"
488,931997875ed6d37d59345170a07e3e55e4deedfb,Fixes #147420 (#147930),,['extensions/github/src/remoteSourceProvider.ts']
489,1b8ca287a024feb1c18ce4ce6d94138822b42ccc,Fixes #140787 watches proper worktree dir (#140789),,"['extensions/git/src/git.ts', 'extensions/git/src/repository.ts']"
490,7e887b76ea4d0fbee838b4240352ce57dfd1895d,Fix version in error message (#147750),,['extensions/typescript-language-features/src/languageFeatures/sourceDefinition.ts']
491,c20b68a62d198e73df34de5f95671eb63c8b5ff2,Fix permissions for everything inside the installation folder (#342),,['build/win32/code.iss']
492,fb5e446a3d56849975b3ce372496c8be5cb2a01c,Fix detection of CSS Preprocessor Comments at Start of File in Emmet Extension (#146121),,['extensions/emmet/src/util.ts']
493,a7d9391b10039ceafe4e9d9c967fd9f5eb695e89,Fixes #146396 (#146419),,['src/vs/workbench/contrib/scm/browser/scmViewService.ts']
494,8d7f2327556c54dcf0545297d97a0f57612f565c,Fix Settings editor layout order (#146069),,"['src/vs/workbench/contrib/preferences/browser/media/settingsEditor2.css', 'src/vs/workbench/contrib/preferences/browser/settingsEditor2.ts']"
495,7046d66b4d35b5c87829f46df8602027e9a30c5d,Fix infinite recursion in `getDirectoryHandle` (#145972),,['src/vs/platform/files/browser/htmlFileSystemProvider.ts']
496,e19b55782c5cb9828f021b23cf85cd3872ac4005,Fix configure keybinding action buttons on New File quickpick (#145422) (#145429),,['src/vs/workbench/contrib/welcomeViews/common/newFile.contribution.ts']
497,7cf935c7673743669bfc86a78716a4b4bf486710,Fix object widget read mode widths (#145427),,['src/vs/workbench/contrib/preferences/browser/media/settingsWidgets.css']
498,eb97cfdf6d900fb5068585e573c3f437d4651114,Fix array widget width and split view height (#145423),,"['src/vs/workbench/contrib/preferences/browser/media/settingsEditor2.css', 'src/vs/workbench/contrib/preferences/browser/media/settingsWidgets.css', 'src/vs/workbench/contrib/preferences/browser/settingsEditor2.ts']"
499,e23908b71fca244509d9cbeb8305abaff1582421,Fix terminal settings links (#145153),,['src/vs/platform/terminal/common/terminalPlatformConfiguration.ts']
500,e80a0ca648fe9bef07070e4f7fb04e67f2243252,Fixes glob patterns `**/p*` incorrectly match on `/foo/ap` (#144473),,"['src/vs/base/common/glob.ts', 'src/vs/base/test/common/glob.test.ts', 'src/vs/workbench/services/search/test/common/ignoreFile.test.ts']"
501,4ef51facb744112626abfbc3b84e72ebfd5ae4a2,Fix #143557 (#144329),,['src/vs/workbench/api/common/extHostFileSystemEventService.ts']
502,530f901b9c60a3aa5b4a4cd79aa36c971ed5b057,Fixes #143950 (#143951),,['src/vs/workbench/contrib/webviewView/browser/webviewViewPane.ts']
503,5696f5dfd44064c15feccb560ee076949a471b13,Fix #143985 (#143989),,"['src/vs/workbench/contrib/markdown/browser/markdownDocumentRenderer.ts', 'src/vs/workbench/contrib/welcomeGettingStarted/browser/gettingStarted.ts']"
504,02d6d9b898e133034d86399a36474ddaa9d0ccda,Fix the #143392 (#143498),,"['src/vs/workbench/browser/parts/editor/editor.contribution.ts', 'src/vs/workbench/browser/parts/editor/editorGroupView.ts', 'src/vs/workbench/browser/parts/editor/titleControl.ts', 'src/vs/workbench/common/contextkeys.ts', 'src/vs/workbench/common/editor/editorGroupModel.ts', 'src/vs/workbench/services/editor/common/editorGroupsService.ts', 'src/vs/workbench/services/editor/test/browser/editorGroupsService.test.ts', 'src/vs/workbench/test/browser/parts/editor/editorGroupModel.test.ts', 'src/vs/workbench/test/browser/workbenchTestServices.ts']"
505,a57c6dd8c7573a4369a7a32dd37bd6a79cb56200,Fix `testing.openTesting` setting text (#142306) (#142314),,['src/vs/workbench/contrib/testing/common/configuration.ts']
506,7e8ca051e76f90927850521ab3d611fe0f10fb36,Fix a typo in the `.devcontainer` README (#142849),,['.devcontainer/README.md']
507,84ecd33bbc803867c17e20e0bc0236b8af9a0362, Fix error log when launching as root on linux (#137125),,['resources/linux/bin/code.sh']
508,0283cec6ec2c2d5ec39006a1048b8dc3ea8bc955,Fix WebviewElement::streamToBuffer (#142288),,['src/vs/workbench/contrib/webview/browser/webviewElement.ts']
509,aacef0b1374ef02a878bee89f326bd0c74f9f448,Fixes #141770: Only generate scrollbar CSS when the menus are hosted inside shadow dom. (#141924),,['src/vs/base/browser/ui/menu/menu.ts']
510,09c2e177ead87391ab1289dd39e448e8b3b0a0ae,Fix typos (#141959),,"['extensions/vscode-api-tests/src/singlefolder-tests/webview.test.ts', 'extensions/vscode-colorize-tests/test/colorize-fixtures/makefile', 'extensions/vscode-colorize-tests/test/colorize-results/makefile.json', 'src/vs/base/common/buffer.ts', 'src/vs/base/test/common/filters.perf.data.js', 'src/vs/editor/common/cursor/cursorWordOperations.ts', 'src/vs/editor/contrib/inlineCompletions/browser/ghostTextController.ts', 'src/vs/editor/contrib/suggest/browser/suggest.ts', 'src/vs/platform/configuration/common/configurationRegistry.ts', 'src/vs/platform/notification/common/notification.ts', 'src/vs/platform/theme/common/iconRegistry.ts', 'src/vs/workbench/api/common/extHostTypes.ts', 'src/vs/workbench/common/editor/editorGroupModel.ts', 'src/vs/workbench/contrib/debug/common/debug.ts', 'src/vs/workbench/contrib/files/browser/views/explorerViewer.ts', 'src/vs/workbench/contrib/files/test/browser/fileEditorInput.test.ts', 'src/vs/workbench/contrib/notebook/browser/diff/diffComponents.ts', 'src/vs/workbench/contrib/notebook/browser/diff/diffElementViewModel.ts', 'src/vs/workbench/contrib/notebook/browser/docs/notebook.layout.md', 'src/vs/workbench/contrib/notebook/browser/notebook.contribution.ts', 'src/vs/workbench/contrib/terminal/browser/terminalTypeAheadAddon.ts', 'src/vs/workbench/services/search/browser/searchService.ts', 'src/vs/workbench/services/search/worker/localFileSearch.ts', 'src/vscode-dts/vscode.proposed.treeViewDragAndDrop.d.ts']"
511,c713056c22cffef52422a3d8d9a8151d063e7d99,Fixed element detection by checking fragment before and after decoding if necessary (#141848),,['src/vs/workbench/contrib/webview/browser/pre/main.js']
512,c3b73d3733e579b984d765b4264e34031cbf4397,Fix `undefined`s in text search results (#141522),,['src/vs/workbench/contrib/searchEditor/browser/searchEditorSerialization.ts']
513,f12b5b453657533e3f501cd69929b7e4b7a71ccc,Fix parseAddress regex (#140977),,['src/vs/workbench/services/remote/common/remoteExplorerService.ts']
514,aa33d06f0ddf002f7843cf8b21ac1a46c678b17d,Fixes #140032 (#140046),,['src/vs/workbench/contrib/terminal/browser/terminalService.ts']
515,108a8d5925b4ec018f672543437df72d96e06a1e,Fixes #139939 (#139940),,['src/vs/workbench/contrib/terminal/browser/terminal.web.contribution.ts']
516,67c2797e2841798f9ed4098f82b3ad13b9ad1ade,Fix terminal.integrated.cwd with predefined variables (#137023),,['src/vs/workbench/contrib/terminal/browser/terminalActions.ts']
517,77e1ce431a9eff0b9430252e2ebd3aa6157e2157,Fix terminal queueing in tasks (#138654),,['src/vs/workbench/contrib/tasks/browser/terminalTaskSystem.ts']
518,9d24ab4a29db56076d3826cf88b3cd1d4fefe18e,Fix grammar in task configuration error message. (#137898),,['src/vs/workbench/contrib/tasks/common/taskConfiguration.ts']
519,595d893fdc1b73a0d2ac53fecca77c9316ed50fe,Fixed typos. (#135729),,"['src/vs/platform/update/common/update.ts', 'src/vs/workbench/browser/web.main.ts', 'src/vs/workbench/services/workingCopy/common/untitledFileWorkingCopy.ts', 'src/vs/workbench/services/workingCopy/common/untitledFileWorkingCopyManager.ts', 'src/vs/workbench/services/workingCopy/common/workingCopy.ts', 'test/automation/src/debug.ts']"
520,556ce85c823408f2dab61f8bc2604be074ba4c1f,Fixes #137568 (#137570),,"['build/gulpfile.extensions.js', 'build/gulpfile.reh.js', 'build/gulpfile.vscode.js']"
521,722cbe1910f9d6572fe0ce30c22220a16f1f3c72,Fixed minor typos and grammar mistakes in README and CONTRIBUTING (#134282),,"['CONTRIBUTING.md', 'README.md']"
522,717a622b3c4942cd17602c6c684096e46f2a917b,Fixes #136170 (#136171),,['src/vs/server/remoteTerminalChannel.ts']
523,a553a13098c8a885f2cd14aedca31982ad2718e7,Fixes #136175 (#136176),,"['src/vs/workbench/contrib/terminal/browser/remoteTerminalService.ts', 'src/vs/workbench/contrib/terminal/common/remoteTerminalChannel.ts']"
524,6f3f66426186f834caf3eff8f46e15b1b3fe5d2a,Fix #131708 (#135741),,['src/vs/platform/workspaces/electron-main/workspacesHistoryMainService.ts']
525,e16defc5980b0d0942d3ee50e140fd3699c9be0b,Fix search editor scrolled to bottom on first search when editor group changed. (#134693),,['src/vs/workbench/contrib/searchEditor/browser/searchEditor.ts']
526,e3e5feceb5544d5a6888ce088b2c73345f31cf52,Fix typo in timelinePane.ts (#131356),,['src/vs/workbench/contrib/timeline/browser/timelinePane.ts']
527,0f7982a344dfc182b61338fbbcad0912d2fb01f1,Fix mkdir arguments order (#135182),,['resources/linux/snap/electron-launch']
528,870aa86258c03c14cd543d58bda0161d190c1066,Fix css rules (#90022),,['src/vs/workbench/contrib/welcome/walkThrough/browser/walkThroughPart.ts']
529,049691cf79fdefe73933336193da6a436a95c22a,Fix env passing with open cmd (#135039),,['src/vs/code/node/cli.ts']
530,d69f7aa70f9f8b6968b57eb4a2ce69bfb9de761d,Fixes #125437 (#125438),,['src/vs/workbench/browser/parts/panel/media/panelpart.css']
531,a12e9cd91edd054c3c4eaecb67c6d11d11ccf03e,Fix zoom-out on an image [#131080] (#134706),,"['extensions/image-preview/media/main.js', 'extensions/image-preview/src/preview.ts']"
532,e96a97448aae1572246bf7c438b7c2ee68a964c0,Fix location comparison (#134755),,['src/vs/workbench/contrib/terminal/browser/terminalMenus.ts']
533,3629e68250984b73549c25488fd8f7821e404a73,Fix rendering of `@example` comment blocks (#132821),,"['extensions/typescript-language-features/src/test/unit/previewer.test.ts', 'extensions/typescript-language-features/src/utils/previewer.ts']"
534,93ab0da0d28813b66958a97dd44148c5d0900708,Fixes #132641: Use document.activeElement to double check that the webview really has focus (#134164),,['src/vs/workbench/contrib/webview/browser/webviewElement.ts']
535,2b3f9adf88ba0a0b56c31bf53e4a4bdf9332a68d,Fix typescript NLS JSON (#134179),,['extensions/typescript-language-features/package.nls.json']
536,437b6ce3040f92bef6dac47a7a1931806290f2f2,Fix typo in completions.test.ts (#133401),,['extensions/typescript-language-features/src/test/smoke/completions.test.ts']
537,ae0ec56d901c6a8d06b67c41325da124b529dc5b,Fixes #133044 (#133046),,"['src/vs/workbench/api/common/extHostTerminalService.ts', 'src/vs/workbench/api/node/extHostTerminalService.ts']"
538,20388b6d00151e70bffe74cd0e3ddc529e651b07,Fix keys used to resolve terminal settings (#132851),,"['src/vs/workbench/contrib/terminal/browser/terminalProfileResolverService.ts', 'src/vs/workbench/contrib/terminal/common/terminalEnvironment.ts']"
539,72bbe2e7484cf332ad10781dc36498904b7be0b2,Docs: Fix grammar on language and value docstrings (#132782),,['src/vs/editor/standalone/browser/standaloneCodeEditor.ts']
540,3a55ef978b25f53aa9b85feda2233e4b9eb6de8a,Fix #132139 with correct locale/language reference (#132140),,['src/vs/workbench/contrib/localizations/browser/localizations.contribution.ts']
541,b6abf682721560665718ccca0c2486d185be589d,Fixes #130110 (#131211),,['src/vs/workbench/contrib/terminal/browser/terminalEditor.ts']
542,394c0847b08145b864da906eaf8824087d7629d8,Fix updating notebook metadata though editor api (#131681),,['src/vs/workbench/contrib/notebook/common/model/notebookTextModel.ts']
543,19512e92cb1b0b0e7afc6ac47434ab05415edd27,Fix typo in `javascript.inlayHints.propertyDeclarationTypes.enabled` description (#131760),,['extensions/typescript-language-features/package.nls.json']
544,90fa870b8e4db63ed879dba47fd92060f0652277,Fix service worker version check in browsers: (#131408),,['src/vs/workbench/contrib/webview/browser/pre/main.js']
545,9a3db30a7a99e95fc566ba86003fd53200b31b7f,Added a new step when git is not installed. Fixes #125349 (#131082),,['src/vs/workbench/contrib/welcome/gettingStarted/common/gettingStartedContent.ts']
546,c574731ae915d9f24184baf887399ac4c1360528,Fix non-fuzzy highlighting in quick input (#131292),,"['src/vs/base/common/fuzzyScorer.ts', 'src/vs/base/test/common/fuzzyScorer.test.ts']"
547,5d71fe5cf41a627ab5d803c20b58aa9ca9e108cb,Fixes #130864 (#130963),,['src/vs/editor/contrib/parameterHints/parameterHintsWidget.ts']
548,c094fcf995bafb61725493fbe135492d13d6f6f5,Fixes #113475 (#130815),,['extensions/markdown-language-features/src/commands/openDocumentLink.ts']
549,418ae2919193f6562f9c0ad62c7425f8e630dfd2,Fixed vertical alignment (#130327),,['src/vs/base/parts/quickinput/browser/media/quickInput.css']
550,44358e8c1c4bc3cd02dc35a2533a1405463f1a55,Fix custom select box hover styles (#129970),,['src/vs/base/browser/ui/selectBox/selectBoxCustom.ts']
551,b35dca4ffbce66125bd6406eb9e256ce18f3dd9f,Fixes #127671 (#129668),,['src/vs/workbench/contrib/terminal/browser/terminalGroup.ts']
552,72d9aa625e8488c47fa40404b4dbdc140f1f3a87,Fix #124276 batch markdown file requests (#124545),,['extensions/markdown-language-features/src/features/workspaceSymbolProvider.ts']
553,c093b78c9ff1461e7375cef0c3ea21f5dfbaa391,Fix dragging a folder from the the explorer tree to terminal no longer copies folder path (#128419),,"['src/vs/workbench/contrib/terminal/browser/terminalInstance.ts', 'src/vs/workbench/contrib/terminal/browser/terminalTabsList.ts', 'src/vs/workbench/contrib/terminal/browser/terminalView.ts']"
554,58c59316f82d9db9aa2a6a818f3f5ddb26e4f2a6,Fixes #129180 (#129202),,['src/vs/workbench/contrib/preferences/browser/media/settingsEditor2.css']
555,715798221bdff8755509e36f954ce4f68c650e17,Fix typo in github-authentication/github.ts (#129100),,['extensions/github-authentication/src/github.ts']
556,3c09e4e7651c30ecf470418831894982512b9818,Fix support for builtin renderers (#128453),,"['src/vs/workbench/contrib/notebook/browser/contrib/codeRenderer/codeRenderer.ts', 'src/vs/workbench/contrib/notebook/browser/view/output/outputRenderer.ts']"
557,da7dc39e774bcad64cb9a1a42559a218be60c56a,Fixes #128466 (#128467),,"['src/vs/workbench/contrib/terminal/browser/terminalGroup.ts', 'src/vs/workbench/contrib/terminal/browser/terminalInstance.ts']"
558,c43f303015d885832ab6fff9d306b5d7f21358c9,"""Revert """"Fix#122454: Truncate the long terminal title (#122620)"""" (#128483)""",,"['src/vs/workbench/browser/parts/media/compositepart.css', 'src/vs/workbench/contrib/terminal/browser/media/terminal.css', 'src/vs/workbench/contrib/terminal/browser/terminalIcon.ts', 'src/vs/workbench/contrib/terminal/browser/terminalView.ts']"
559,821e1e577d25690e7119bb017c78d052fcde2f40,Fix#122454: Truncate the long terminal title (#122620),,"['src/vs/workbench/browser/parts/media/compositepart.css', 'src/vs/workbench/contrib/terminal/browser/media/terminal.css', 'src/vs/workbench/contrib/terminal/browser/terminalIcon.ts', 'src/vs/workbench/contrib/terminal/browser/terminalView.ts']"
560,2970e66828cbc74613cbdeaaa4cd546173485d0e,Fixes #128268 (#128284),,"['src/vs/base/browser/ui/list/listWidget.ts', 'src/vs/platform/list/browser/listService.ts']"
561,c8070547941b79d6d57214a985cbcfd245a2b42c,"""Revert """"Check collapse state of tree node when doing recursive refresh (#127071)"""" Fixes #127711 This reverts commit c683180c66370823c5218bd20de6942035fbbc87.""",,"['src/vs/base/browser/ui/tree/asyncDataTree.ts', 'src/vs/base/test/browser/ui/tree/asyncDataTree.test.ts']"
562,5716b11561beba271b0459706a7d265a7f9a8743,Fixes #124946 (#125943),,"['src/vs/base/browser/ui/list/listView.ts', 'src/vs/workbench/browser/parts/editor/editorDropTarget.ts']"
