SHA,Message
369252a02743706a2f950c634983e8a0e6528959,Skip diagnostics for non-open md files (#152687)
963c961b59a405bf0c1a33d7c053acea30072c56,Ensure 1DS can load on the web (#152678)
dcb622017b19ed81c3d71357c6530c1f911e2a9e,Be more descriptive
968ff368a942b6489777d210783cf3ca2fca5709,Address feedback to use options for anyScore too
7ef248368e7cc14282058e4cc59cc837e892e22d,fix
5785a8310cd6f618d5c004c3b3f877e4083f6091,Gulp watch again to update monaco.d.ts
92840da7ecd315ca0c9b5f041d4f132261206608,Update src/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh
93ebc9a22352d1b9ba3384c0855b6ca9efea11c2,fix exit code not showing up etc
72344fe380cc3d2563ca0cc7829d55f31afcbb33,return after relaunch
a25887eb39bd31f79982fcbbd6cf023c3ab43408,added fixes from comments and added required property on triggerAction
0edb88f3b556ce88f222d5bf71de4d2d958a4476,1DS appender for the web (#152489)
012a409a510d4031a05b15de1087673978d4495e,Make sure _serializer is set before calling setTitle
1ca9725a3b4264141e10d6a7697b74eaba955b58,Disable terminal smoke tests on desktop/remote
59d9fb73bc270a28dcbcd99b5b3412730b8b85d3,storage - do not attempt to `close` when path does not exist (#152438)
626fd8a6c7fe6018cff43ce363a7b4c0f46984fd,fix #152240 (#152431)
623f55f437ab31fa56e13acafa9b9e7d4b50c4bf,Refactor markdown language features (#152402)
54003f85adfd4b48dbcaefdce355ba15b6ee2e20,debt - cleanup config migration (#152425)
b81bbef2ab3084223c41fa1b998f15d78238c09f,move IUserDataProfileService to workbench (#152427)
3d4a1bc11ecddeafb786d47452f40adafa737d59,Split IUserDataProfilesService (#152385)
47f417529cd8492bd3d5d76488e78c8652da9a54,"Revert ""fix smoke tests on linux (#152232)"" (#152418)"
b067047af10e46a8502f215181f16bbec060dca4,Update src/vs/platform/terminal/node/ptyService.ts
cced28f08057bc08c6579939253c8e8d90359604,Prevent terminals being attached to by multiple windows
e7e3c0c3f9179e3f81b7b806aae625bfa134e4f5,fixed some of the commented issues (naming
c4623596524062960569781f5d023641be3da063,Add option to always reveal tests after state change (#152331)
d8a07fd4aae239324f573785d9b4a2a4f28159a0,fix on telemety on code action commands
9db5a3674ea815acc5c8cfe916c569af977ec845,Bring the nls loader plugin into our sources (#152338)
3114ee690b7a90da965504f38e9c5f0c14f7eaa8,Split out VS Code reference provider from markdown reference provider (#152369)
0462b5a32694b3da3d41a572ba8f0a6a6dae1a63,Add readonly back in for _fuzzyScoreOptions
5a43663aed2c063b4bb0d7512f9df0d77668b9ca,Avoid downloading builtin extensions (#152339)
881c6313a14bb24f608351b6ae08b24b277657b0,Update settings.json
88731bf6d68b97ee918b6afc13a79eed0d414106,Git - enable using the editor as the git commit input (#152158)
46d9d7acda72fc721ea3d021f88393cabc9e95f5,Git - branch protection (#152218)
192f8bf12b9afb7b8e78f2dc54f2979bd3455494,`Keep Editors Open` -> `Disable Preview Mode` (fixes #152240) (#152322)
95c1a9e6538d4158ebec0ec60a7809bdf65d2d54,Add an option to expose the firstMatchCanBeWeak as a setting people can set
1b0d0d00d49527d291c82441da323d8be4a9ebc5,Enable terminal tests on desktop
38bdf5ab7d4082fdd141da5e44f456eef5e52599,adopt to application storage (#152224)
f1008c80bbcc9a170f0686c12eaa8da9c4d91504,fix imports
adf9340be6801cd5988806fc3051d9da9f367ab4,Try prevent duplicate placeholder decorations showing
c5318659ec13fbcfd3ef2400f5b0bd1bfee68286,Git - add support for SSH Uri (#152051)
b1f1f983700954456dafe211b7e37bfc0ad2d154,Add provides exclude for library files (#151043)
a15d6b41a1243221b4764f4a81364a0aa13dd41f,Mark FileSystemWatcher properties as readonly (#152098)
a2e25e976258524ca2b266f6d7ac5efb4ace3dfb,set some main side storage things as application scoped
e0d3a8e2a8435a3f92ef7112559de7ae70245ef7,storage - first cut profile support
527bc71786c00c63c4a3d2108a7305ff2ac9006d,add compile configuration-editing to pipeline (#152020)
a658c04b0a4ef09a15eb4f763a5ca7dc9e4ef0b7,Adjust md external header link diagnostic range (#152001)
c46555d9c868b6b4a6c781e28a683ba5a63c48c7,Tests for configuration editing completion providers (#151953)
76f65c4521ec9fe332e777301b51cf7aef71faa7,Emmet inline completions (#151559)
f5edc2642c41b9ae354bfc8ecdccee6c9037c041,Use `heart-filled` for sponsor icon (#151957)
74c528db74d6c70db82b75e409d41eecea35840f,fix state resource file name
8ec4cd645a519a7edcef96e238877cab52dbf848,Update sponsor colors for color contrast
a579d89c6e243a0ab68a8e9f495de7de5574840a,Tighten up char level diffing
03768103983d6358634f120c727b74cd84ed6bfc,add API proposal for `TextEdit#newText: SnippetString`
7d51290b5ff15bcbe025bdfc43e34d2da1cff141,Tests for char changes having enough information to reconstruct modified from original. Tests fail.
07bdf346b3728abfeb6397875841fd168d2c83a1,Problems view - Can't multi-select in table mode (#151788)
2c811e69d464349400aec3e15b9d48798b6deb93,Adjust removable value
8d8e85c28d885247992aa1e114fd8f8c01a24ac5,Add more sanitization around the attributes in MD generated HTML (#149100)
6ab487ec62070f2ec69da1483f2b246a74ab91ce,Bump distro (#151782)
7b6ca7b23dd0296b809be8249c79cea91941565f,Initial implementation of Continue Edit Session (#151528)
a1c801454b11d626c7450421987a6125d72131e1,Move sbom above publishing client (#151775)
b0a239379b0b9048d39cd11a9dcdaf8a86cc02e6,Initial adoption of 1DS Sdk (#151531)
7a1330d62fa3e0c4fe64230b3b2278cae0c59e55,speed up decorationService tests
5bb16df4b0dea028da65676ef28045e70d151157,Use `any` instead of `unknown` for `thisArg` (#151762)
64bf600797dc2c78999eb6c8c1c386f90e58124f,don't override `env` when set for terminals w shell integration enabled (#151753)
9867ef8448c3863df62d91e35c20361bad27fb28,Bump distro (#151751)
bf61f19e3f2bee7f30c2772bb8ea327de665bb4f,Try to isolate failing ext host customers (#151743)
4e285432bee4f76129eb3e1ffb1dbf3db947f9fa,Remove no longer useful and confusing `IKeybindingEvent` (#151735)
1d6a09287ada35b4f7a3dfa5edad504266bf7949,Call event-utils with a disposable store (#151731)
cf6a472cbf8e502f36559549c027a8c60311209f,Add removeAllMarkers method in monaco api (#151237)
766743629d411fe19540e13780eed2718fc09e3b,Polish PR template picker (#151415)
035a5ea30630c09c27ed1ca2788251edffd413ba,Cache/restore the node_modules folder in the build directory (#151725)
bf943a1e5ee3b5e733d8c4e9f18ed04e7e8a95a2,Use info for duplicate submenu contribution (#151724)
54b4cda07a353bd16f098ef542938e8d0fdcd7ce,update CC when keybindings change
2be99473d5aa8f5995ba089e65d7d60c3bdbc12d,Engineering - execute tests in parallel for the CI build (#151593)
ad912964886ca41af33097102e426e3cd9b7e44c,chore: update cache key
dfcb989bb9d3622122dae8ec04e9439d18a8197d,fix formating
8ed8c6a2d8dda2cb18aa1b62892f346525c96d5b,initialize state service
64606547ee38bdd3c3a098dd347488a4b008f6c7,get back old import/export profile actions
380295241d6287b4425f2a124cbd8abce2ffe98e,fix https://github.com/microsoft/vscode/issues/150895 (#151699)
60709d85326a1631de92ef2c46cae4e87edffd92,fix compilation
6bd8a2a78a4544a6fb99ca7fcf0f19f5fe13d5c8,Problems table - add tooltip for each cell (#151602)
14676ca4816daea9008b32c9f5a70b9c99e99674,ci - always publish log files (#151686)
ab6ba241145bb81c8bc0f323453bbec45fd66109,"Shorter label for ""go to running cell"" button (#151674)"
160855dfb7f7855ad4174dc02e39972d6623826c,safer dispose of placeholder (#151646)
c289307c95a2ba61975a2f714dcf5bb84842f799,Clean up DataTransferKind docs (#151656)
f7e12a3a928aa69fc1991a00298ff62291207864,Use optional method calls in more places (#151634)
2196474722524ea13028d6ab09f559c3b9c23ad4,Correctly resolve the icon asap when defaultProfile is null
fa94ddc080496a67a6011887e6bca683a72cb41d,use _ for private task vars (#151637)
5333e5bd041c833bf9997db88f10dd686ba6f4e8,Update src/vs/workbench/contrib/terminal/browser/links/terminalLinkOpeners.ts
f1692ad986e49b19c5d6dfa1d723334d8cbafe30,Improve terminal link debug logs
22609886df9b5172847e0625ace94f034b4ff9c2,Set z-index of watermark (#151623)
d27edccecacd4658f566cfa2928406869a9a0371,tests - make some tests faster by smaller unit sizes (#151606)
dadeb05148550279c3830e5590e2eba43ae36ac1,missing compile output
0b7a513aa1f48285947f0aed3de52afa2c851c4c,Implement action to clear keyboard shortcuts search history (#151607)
91ba859608d180560b08b598ac4d21825f23be9b,fix https://github.com/microsoft/vscode/issues/150811 (#151600)
37bfbf263c251565c6b12b4e11d499c1970678bd,add default label when having no workspace name (#151598)
43c31079ee2a55f111ff9e81bbb1ac12397a9b05,manual fixing of prefer-const violations
54ae4d8ccbf4574889c24b086079a745b3debf96,Convert history commands to `Action2` (#151524)
dc3b8f245665ba0b7fdfade0292a17eff545b20a,Allow paste API to replace metadata on copy (#151572)
23c073031e5fb172a69b566dd33cac9d740981f1,Show drag uis as soon as shift is released (#151569)
0f1679624b0ae9e7ae707ce230aa72cc512320e9,Adjust padding and outline of Settings editor scope widget tabs (#151567)
7bbfca331c71506e77f0507b296f781b6bfad27e,Finalize the notebook markdown renderer extension api (#151467)
d7c90c2b2b82df0325cd8e947f7395510b632882,Update text editor drop proposal (#151552)
83b94a5c0303163f13516b8e13ce2261c00830d6,Add user token to PR Chat (#151556)
ecfcde01f551e7945df7654c65160c0bbdf56695,Shorten name of separators (#151553)
370dfd5fee7049a9c909ffbd4120bf26dc315002,Iterate on paste edit provider api (#151477)
5a32c3ff17eb5cd91e42309c8058812fdd90c83d,[typescript-language-features] Pass through all `typescript.unstable.*` settings (#151472)
06c4b0aa5ab46d61b5943d6259331fc421969daf,Use notification instead for progress and ensure Language Pack gets synced (#151544)
601da405f502048ed6eb00d1332bc28b1b808f2a,dispose of marker first  (#151540)
4213c8e810e8105fa729967587a53c62eca69f9f,add condition for awaiting profiles in `createTerminal` (#151482)
a7d2cfe5c56ac960584c9b8a7127fd5450792aa4,debug: preserve scope expand state better (#151522)
1b093f9bf78194a1fe7fdd408e4679811f63a16e,use `:` separator for formulated  task name (#151440)
c38afc571d96c366e30d0a3146de408c9ab14e94,Switch deprecated editor.document -> editor.notebook (#151530)
adb16fa39651a32e0c817cc77a8bba0ddc2fd303,leverage the contribution to register the locale service instead (#151450)
6f5fc176226b2d2a53223698cc3fac7d19c669ec,Git - use editor as commit message input (#151491)
da01cb05cb2d657eb778df30d0ba239fb72395d6,update notebook milestones
13b60e192de770e8beb3122fc0df81071c5a3421,prefer-const
21e6c2aac04d4a24126e5e670a0ef0459d830727,debug: enable crash reporter when running debugging (#151430)
dc1ee4b14c2aee0cd8b276707fee78e66629d0ac,Engineering - Do not run macOSTest job if VSCODE_STEP_ON_IT is set (#150794)
10e23028a7d7b328f5c20289df4037967bf333b5,debt - remove `getBaseLabel` (#151486)
1327d1eb5045d4da849fa2117a8a1c68292a5e6b,Adopt ResourceMap in more places (#151475)
cfecdd54612140a54d29d591a9c27ae92316417d,Adopt error no telemetry for filesystem providers. (#148832)
75a6ddc8626b831f01f91f9f60f27de3d5bb6f38,Add DataTransferItem.kind (#151384)
6a58b4017c4ff76a15b8af57506e3094becbe75c,Can't drag an item and drop it to an empty treeview (#151213)
a0a9b7868d4557933dd95aed6624d647b0f1889f,Dragging multi-line `text/uri-list` from tree to editor results in error (#151224)
711c34bdb6c4da154d3c717956a0c0c51bae8de4,Attempt post instead of get for endpoint (#151374)
5e8550a48798d521eee24542ec0cfb9a6099538a,move localeService to contrib (#151358)
3fb958d295ee129d4eb0922501c990e8934d736a,chore: update rpm deps (#151348)
2092d41cd9c24ec9fa0a5b2cf1acaf56b834d432,Really fix import
180356641c5b286be761b1072375bdb9c10f8208,Makes diff editor more reactive. Now
b8b2e9c7f72442617cc43b915d33479fa911247b,Make sure PS1/2 aren't re-wrapped in bash shell integration
5103c931a0106e03e0ac9cb8e9f53cf7986af66c,Use `nls.localize` for user facing strings (#151094)
e44f4ba8866996dcfb0dc1b3cec2384c0f93bcce,Add experimental tag to experimental extension settings (#151031)
2664c7ddfd7e14455f39a89360f31d63d56ffc3e,Use EditorStateCancellationTokenSource (#151001)
6a670d79c30e6f7e3139fec42eff317de49c2910,add ms-vscode.vscode-selfhost-test-provider to workspace recommendations (#150979)
0e131b5366a96a15b24747942a00452a42f51574,rename (#150612)
d30748b76db457aae84876f46990ccb585b08380,Disable shell integration error test
367ef09fd4663cb49254d83520c7241ed9e3366c,xterm@4.19.0-beta.55 - opaque selection in dom renderer
6416dfe7f7e4733a0b839b3da311d0c9737fb22f,Clarify gpu acceleration off
b0cfb974f5ca1a7231f09ca750bf8d848c79733d,`showTextDocument` is not respecting `preview: true` if user has `enablePreview` disabled (fix #149088) (#150552)
08407b359c7a36f883325f874ec45d60992a9f5b,storage - remove telemetry for slow close calls but leave logging (#150550)
2bc5ddab6c18a8071a3c925afef69a886f7dea87,fix node version check
134df57c2b2064ccf6ae598a8b0526690693da86,Update some milestones in notebooks (#150545)
8723d109a585ac7747de2962606bac7041742ae2,Skip error shell integration tests on Linux
eb3dcea9528c19bddd3f94213e0a90819cec5f54,Adopt `setTimeout0` which doesn't suffer from the 4ms artificial delay that browsers introduce when the nesting level is > 5
3837e55e31f1e44c514516873a4457c292607d58,update bash status correctly (#150322)
4cf4438fc001e0c925905af51577cfc1db72f42c,Ensure execution and kernel status visible when there are source commands contributed.
73dda0c06add139307f6be753cea50028bcde05b,remove UpdateMode policy (#150357)
b1a0aa5cfdacecf5e4f7b1991353243a07bd3f89,Use existing resize observer instead
476e8cc521d07b7ce130795bfc8c1a0e8f44ce8f,Extract `NativeExtensionService` and register a real implementation based on `UtilityProcess` for the extension service in the sandbox case
21e64f84458090e52aede145202c9940ae21172c,Remove unnecessary changes
1b88f28b495c90bb656bc3fb710a49d662074a3e,pass in registry
0844d7c996d6b0c3e4b1196a1d7d426356bdc9c8,move `USER_TASKS_GROUP_KEY` into tasks.ts
67cc6771cc09766911ce6783045c3ee733a64feb,center align menubar menu buttons
0075b0156cf38d471c84497679fb6815f3cb1192,add missing CC rename
8e84b5b0152cdfe5bacbf8649cae127c1094d925,increase title part height when CC shows
ebcbd3d6368442a6ed40872e410d5d8090c56f5b,well defined order for command center bwd/fwd buttons
11d269da26315e9469fa86b77ae18a6f3c70c3c2,update tests
7075f2db1eed67ec4b079bec9a97fee96788e16d,Move out Settings editor indicator label impl (#150230)
b8420578fd0acf3c5593503b1f918c683d30304c,Add additional allowed tags in untrusted notebook markdown (#150228)
45aefc8f376223ce0eabd0d5641eca855973b226,cleanup
a48a9f8fc94c94a1c95104d2200852758db480cd,rename
2f0de4444998f992763eb58b5ced1a6f5186594a,Update src/vs/workbench/contrib/tasks/test/common/configuration.test.ts
977123e6d840c9a5df5611b4504bf46cf3606068,Update src/vs/workbench/contrib/tasks/test/common/configuration.test.ts
c3bddb2a4379ba203907f23c911504b639aeda17,adopt policy from configuration service
8a27b48cff9d19c85b1d253e7046dd017d7df46a,"when temporarily showing/hiding inlay hints use the same ""redraw range"" that was used to compute inlays"
801eaecfbce0b4bccaa46de85fb7513cf1f8cd7f,change label to `Show Search Modes...`
d3af646dd02d1c73ecf15b4193781b771cce1e6a,switch bot assignment fro debug back to weinand
8c88eb6e5576bc352955f86a5a1c277bfe94f8f1,Add extension output label to url
3f5fed084c81964b92eea299bba0d534f1f0166b,Normalize slashes on Windows to correct link URI
a3243b282c0a882ad45064f4555ee5a7fb985d2d,Add indicator
04e34f25549ca272802d8532a5616b48ef262b4e,dispose native policy service on shutdown
32e6d2c113f750cf0ed591b8c38a02c5a82a80a7,extract logic for title suffix and prefix computations and use it for title menu
daf0d5e551a79a69b4482a2abaa9cbc83775e967,Add skipPaths option for markdown link validation (#149859)
64e09597f108f58777167874c76600cd55ceb685,Handle multiline commit messages when creating PR (#149426)
6bd7605ae151f75d4bf865f10a6a6fcab7d3c4e9,Enable strictNullChecks for implicit projects (#149844)
ff975bc211f6546ae2da0a7e8c87d73fc080fa46,Update list of enabled APIs (#149838)
3678e5fd8a773f0f3b66bf418875475b988c38ae,Clean up terminal xterm theme setting function
5cdfdb435f6fb846c15a65ba3c8f7978003413fc,Support selection foreground in terminal
c3d6d7ec7832fa7607422f24e62638d94d50aff2,fixes #149438 (#149761)
769a8f15c725e203bcf8ee79055588caabd95c2d,Annotate error fragment (#149760)
ca4db53d718f07c8b9732b9a59322b6ecc574fe4,Skip shell integration smoke tests on mac as well
18cf3d01ed22f7b35895a9b3c531048c835d4489,Polish notebook workspace edit (#149734)
1181a658000b021a70de82d407e9d8b6684b4156,add back running on close (#149751)
116c10e0eeed56dc9b0801d079e2a2374b6ccf98,Add drop into editor option (#147049)
06cf633d63a6bc0dbadaf9a446ade3a87da4732f,Revert running on PR close (#149747)
4f7f2c6135bab4bbe67717aaf8f1c9ca5fb2bc4c,convert to integration tests (#149744)
7ca85c375d5d76711e1f53c8637fa336b7be62be,"Revert ""Adopt `setTimeout0()` which doesn't suffer from the 4ms artificial delay that browsers set when the nesting level is > 5. (#149723)"" (#149742)"
aa2996cbb7da1022d378d3425c6bc0027481d074,"Localize ""Suggested"" (#149684)"
16db4dc2bd5221ad61aba1f22d7c4d77a60452d4,make tests faster - remove unnecessary validations - group writes
aef0e27d249ae48f856a410a7bf7c447a9e1f7f8,fix layer break (#149735)
1c7ab357618b568746790b5a30f204794aa50afa,Rename to DocumentOnDropEditProvider (#149730)
9ae563f53bd406c28a2415d2df9f335a5ced8729,Pick up latest Marked.js release (#149729)
2c97c8064722c44a10cf548990d3457864b6c89f,Adopt `setTimeout0()` which doesn't suffer from the 4ms artificial delay that browsers set when the nesting level is > 5. (#149723)
4b3becfae1014b49f24262c382fa72fbba164107,revert the change (#149726)
99a76d1569e13b6a1344d888321f5aeecf127ab6,use fake timer (#149725)
f427aed437f70906cd0eb7d56ca362307b817923,add additional telemetry for connection latency and duration (#149398)
9acfe28a460b76a353a3ee577ae63c0160fef1ac,Adopt `runWithFakedTimers` to speed up tests (for #149712) (#149724)
30f5b296abe2041e05edc9f31457324302123eab,make `getWordAtText`-config configurable and use lower budget for speedy tests
6ec996a9b784acaed8d5f37bbd80a04b0d26b0c4,Adopt `runWithFakedTimers` to speed up tests (#149712) (#149720)
4481afe7d56664fc95376e32c2476eece708ed58,Split up link computer cases unit test
fc31613e8a788e08b627340cce0ffdb079811172,clean up
063486aafd924efa02eaae26eb7394e317f9e092,revert more changes
2c0fa7052dcab8a40b611617782bc24014bdf452,Update src/vs/platform/terminal/common/xterm/shellIntegrationAddon.ts
9cfa78035f4faa2661b3faa233c3080c045e1c73,remove enum
49828c413e38499f3af65dbae30a9682368ffb0f,cleanup
729de0a3cfbd87a8094006328010a8db430b9bcd,define HC border colors
bdc760f6e1af943ef8fcef429a41e00e23f40dcf,fix with-calc
3c565785529a4d5eec7db372c61e588aef74db14,use ellipsis when workspace name overflows command center
3455ae780023f4281c038d1634097f174826eda5,"use search-icon instead of ""Search"" prefix"
7a3fb4b936458c3dd341e9a51e9bc9ae517e1817,Add a high contrast border around simple find widget
d092cb8e5f50f6f7cf32ef3e403388b5361eccf7,use custom hover for title menu aka command center
dd4f49256d2e803fafb13971390b9ab5de92ff69,update distro to inclcude new rust recommendation
9ad54adb6f9e18dfdbcfc9d692629caae23791b7,tiny css tweaks for title menu
2718449e0253580fd400b3f139f30d008a465432,render dropdown-like element with search command and invoke quick open help from it
b25b6dade8b67aa2209091803dce52210688ddc3,snippet completion provide shouldn't rely on word at position but use actual choice range
aa706918c1f407aae231d8261c50cda6a48e59d3,only match against notebook uri when document selector specificies notebook type
e2ac771f9aa7b197112a1d41075ae0f7303e762f,fix compile error
9820e77175d315323621783e86de235110f60297,up font size to 12px
18269f744d94d272c30bd49cb711557e10c7d8bc,define and use theme colors for title menu
d9e58c8ce8ab0b5345e74d63c205d91b270c972d,mark the title menu region as none-draggable
ce60d548e2cced5d3cf868e4a929ed0f8f9d8823,#NAME?
816047831e7818d128599cc07cae4b7da2431a95,more instances
93488f6d616beaabd1397c94dc577054a9fb68bf,force that test editor for suggest model is always focused
eedf60ead02d77f3483b43a1136403358ca89f64,ci - only publish log files when there was a failure
02a92ee13f8fa6bded3b7c85f08d572fe8ab99c0,"Revert ""Workspace trust - add tracing to track down integration test failure (#142609)"""
b201f1422054370fbaee7fdd3078c323cb99ab33,Use SuggestController to trigger suggest widget instead of command
e358a02a350d6fcccb8810c4f1946ec0bae16c24,smoke - also screenshot on failure
